ID,lat,lon
1,48.276287,-117.7155208
2,44.7443293,-92.8513706
3,47.5287132,-121.8253906
4,41.051204,-75.2204589
5,41.5222735,-81.3378874
6,43.7844397,-88.7878678
7,46.7668793,-88.82708029999999
8,40.5888394,-111.6379793
9,60.95432469999999,-149.1598983
10,45.7779073,-95.69627489999999
11,33.0402343,-106.0135627
12,40.2968979,-111.6946475
13,36.05421520000001,-81.5963978
14,43.5250265,-84.1227598
15,39.6302643,-106.0433518
16,35.1982836,-111.651302
17,39.1910983,-106.8175387
18,44.0738899,-71.2342866
19,37.74557009999999,-119.5936038
20,40.51593039999999,-75.55518579999999
21,34.2438963,-116.9114215
22,38.4646337,-120.0399088
23,39.6402638,-106.3741955
24,41.7369803,-111.8338359
25,35.3907897,-78.54337009999999
26,42.1442557,-74.4898745
27,42.627862,-72.86981829999999
28,41.092586,-75.5926886
29,46.4813363,-90.0529504
30,41.279898,-119.0604585
31,45.45948629999999,-69.59058150000001
32,42.4605904,-85.696406
33,46.4813363,-90.0529504
34,44.1462613,-71.1850996
35,48.019969,-114.2279084
36,42.1806463,-72.9273224
37,42.1584324,-71.1447732
38,40.2967427,-78.449737
39,40.8014826,-75.6101867
40,46.3237525,-117.9724367
41,43.6187102,-116.2146068
42,44.3726476,-72.87876250000001
43,39.327962,-120.1832533
44,41.2411668,-81.55261759999999
45,42.4500845,-73.2453824
46,42.1342065,-83.42015529999999
47,45.2048594,-84.99682279999999
48,42.7695348,-71.0758905
49,41.2411668,-81.55261759999999
50,43.2378428,-77.0613618
51,39.4816537,-106.0383518
52,42.8349302,-71.3670454
53,39.5667169,-111.3838579
54,45.6769979,-111.0429339
55,40.60384,-111.5821429
56,42.887535,-77.2816984
57,43.16368749999999,-73.0723268
58,44.559962,-90.5962498
59,44.911006,-116.0987364
60,38.81435,-78.7646228
61,44.7677424,-93.27772259999999
62,47.4875361,-94.8858492
63,43.370174,-78.270484
64,44.2519526,-85.40116189999999
65,44.2097928,-69.0647838
66,41.0398099,-75.3057288
67,41.0886216,-74.1435843
68,39.1287189,-79.4647739
69,44.2271729,-71.7479075
70,43.0539179,-85.4697477
71,43.5391486,-89.46262019999999
72,34.8802869,-79.7410311
73,42.4386967,-73.1253799
74,42.4166744,-90.4290168
75,45.4569087,-91.2732106
76,43.7844397,-88.7878678
77,44.3710051,-92.0382346
78,10.6554875,-61.42976
79,35.8551568,-115.6850424
80,43.1938516,-71.5723953
81,38.8697146,-106.9878231
82,42.9968843,-71.9164217
83,44.5202794,-85.9439718
84,46.9281666,-121.5045349
85,43.7022451,-72.2895526
86,40.6460622,-111.4979729
87,43.3733198,-89.6234552
88,41.0589263,-75.3536517
89,46.1262998,-112.9478359
90,38.1923581,-119.9946131
91,39.3174625,-120.3296682
92,43.9747838,-75.91075649999999
93,58.3019444,-134.4197222
94,38.2769149,-112.6410518
95,40.9584181,-75.97464719999999
96,39.9613759,-105.5108312
97,40.9894888,-77.0564464
98,40.8324211,-115.7631232
99,47.4579657,-91.15182539999999
100,36.7080849,-105.4061159
101,41.801141,-88.0747875
102,47.5329811,-92.3401787
103,40.7127837,-74.0059413
104,45.9405323,-90.5824521
105,43.7538103,-111.0368866
106,42.933692,-72.2781409
107,44.9591352,-89.6301221
108,46.7505198,-112.3012261
109,42.6011813,-76.1804843
110,43.5278546,-71.4703509
111,38.939926,-119.9771868
112,42.5071729,-74.4829429
113,38.5025537,-90.62790439999999
114,61.2180556,-149.9002778
115,42.866632,-106.313081
116,41.6556465,-74.68932819999999
117,42.2750639,-78.67280710000001
118,42.2750639,-78.67280710000001
119,39.08627329999999,-120.1607425
120,44.2909491,-121.5492118
121,40.4849769,-106.8317158
122,42.21369869999999,-74.2187541
123,42.6153453,-77.4024853
124,44.840798,-93.2982799
125,46.4752254,-89.9398909
126,41.092586,-75.5926886
127,43.5873149,-110.8269876
128,44.96492540000001,-72.4602429
129,42.543138,-73.32371820000002
130,37.7797825,-119.0754232
131,43.6318575,-111.773575
132,39.5791675,-105.9347384
133,43.6775677,-72.77982469999999
134,43.8992395,-71.1484028
135,38.7023082,-120.0722442
136,42.61922759999999,-78.65780409999999
137,42.7120125,-76.0285349
138,36.1699412,-115.1398296
139,40.1809497,-79.9360593
140,43.333613,-88.28620649999999
141,47.4740945,-115.9279387
142,44.0380087,-71.67250659999999
143,45.9307534,-114.1245288
144,44.0978509,-70.2311655
145,39.70609839999999,-105.6975041
146,47.6469402,-90.67480259999999
147,44.1926386,-72.7798479
148,40.3611643,-83.7596557
149,43.2264643,-72.8064866
150,42.5629668,-114.4608711
151,41.7305599,-121.35389
152,42.8142432,-73.9395687
153,46.5475825,-87.39559539999999
154,38.4495688,-78.8689155
155,45.37005000000001,-113.1190489
156,43.7100885,-74.9734809
157,44.0341262,-107.4511871
158,47.4234599,-120.3103494
159,41.8437058,-73.3292848
160,38.5526022,-106.2939187
161,41.408969,-75.66241219999999
162,46.87871759999999,-113.996586
163,47.12113309999999,-88.5694182
164,41.1947018,-74.49379429999999
165,34.3608341,-117.6333884
166,42.1945758,-122.7094767
167,44.3148443,-85.60236429999999
168,47.2552019,-88.2642762
169,42.7919727,-83.6277255
170,44.1635775,-93.99939959999999
171,43.8013556,-91.23958069999999
172,41.256483,-74.3598755
173,41.7725563,-80.1131125
174,41.2557119,-122.1394487
175,42.9502858,-72.9862472
176,41.5964869,-72.8776013
177,43.32146460000001,-72.0359175
178,44.3184011,-70.6508978
179,44.0581728,-121.3153096
180,48.74908,-122.4781473
181,34.2363809,-117.6589752
182,42.5294773,-83.7802214
183,41.364996,-95.85806679999999
184,45.5378947,-121.568408
185,45.3040072,-121.7547998
186,45.36006150000001,-68.2864076
187,39.5296329,-119.8138027
188,47.7664789,-117.3552741
189,44.30646,-84.635667
190,42.5792583,-71.4378411
191,44.81007,-68.9133724
192,43.7581544,-88.510769
193,41.3007423,-111.8127212
194,39.327962,-120.1832533
195,45.7869023,-87.9037364
196,42.1342065,-83.42015529999999
197,43.49728959999999,-74.36181049999999
198,35.714259,-83.5101638
199,43.3959056,-72.7006518
200,42.1930224,-73.0919689
201,35.8800364,-106.3031138
202,38.55616630000001,-86.468321
203,40.6460622,-111.4979729
204,43.1798323,-71.82228719999999
205,42.7963041,-112.2541374
206,42.46928,-78.2830845
207,39.090891,-84.8499504
208,43.6775677,-72.77982469999999
209,42.7351196,-83.4192941
210,45.8202334,-88.0659603
211,42.3004166,-74.5547222
212,42.4126885,-113.578063
213,39.1662458,-108.1388881
214,41.3007423,-111.8127212
215,41.5173203,-72.71204019999999
216,45.3125517,-94.29720549999999
217,37.27528,-107.8800667
218,44.589071,-71.94045539999999
219,43.5256297,-71.8617481
220,45.1857782,-109.2468211
221,36.7080849,-105.4061159
222,40.1350928,-76.8596945
223,43.1654468,-74.4760088
224,44.9656821,-70.6427102
225,35.0853336,-106.6055534
226,35.111906,-83.0996354
227,48.276577,-116.553465
228,42.0597047,-93.8802273
229,41.0199631,-75.1292185
230,44.9802822,-85.2111728
231,44.9802822,-85.2111728
232,41.0123174,-75.1107332
233,44.0548021,-70.7128685
234,46.93329550000001,-110.7357707
235,38.8113429,-120.1206208
236,47.5382565,-116.1193327
237,37.811941,-107.6645057
238,36.1911366,-105.6708481
239,33.3672525,-105.6588485
240,41.482034,-74.9860016
241,45.8202334,-88.0659603
242,42.52947229999999,-71.44308099999999
243,37.2530002,-119.1748429
244,39.2508229,-106.2925238
245,40.086097,-105.9394597
246,44.3522065,-103.7651984
247,35.6869752,-105.937799
248,41.5950718,-77.2921988
249,41.4391986,-90.717641
250,41.87932139999999,-72.97516929999999
251,42.2959267,-71.71284709999999
252,44.52634219999999,-109.0565308
253,44.554511,-72.7955525
254,41.2607744,-111.7699379
255,40.5818948,-111.6552024
256,39.4111092,-94.9016298
257,43.4799291,-110.7624282
258,43.6272915,-75.4112896
259,38.4132303,-79.9975177
260,44.0191862,-84.7994675
261,34.2438963,-116.9114215
262,40.75839,-82.5154471
263,37.6071475,-120.9487852
264,41.2983055,-106.1416774
265,39.327962,-120.1832533
266,43.3465675,-114.7917279
267,40.60384,-111.5821429
268,42.7981229,-76.1093695
269,46.78667189999999,-92.1004852
270,45.813744,-118.424688
271,41.796722,-80.32645210000001
272,39.1969804,-120.2357055
273,40.4849769,-106.8317158
274,47.7092746,-121.3601014
275,44.4654332,-72.6874023
276,43.0428562,-72.9109334
277,39.3174625,-120.3296682
278,44.112005,-72.85594739999999
279,45.0778332,-70.21201119999999
280,35.3907897,-78.54337009999999
281,43.6242442,-72.51851119999999
282,43.5208302,-88.2289851
283,40.3934222,-111.5887709
284,44.4884245,-70.78857649999999
285,42.5005583,-90.66457179999999
286,41.0469437,-95.7425056
287,34.0095187,-109.4585456
288,43.6971294,-114.3517172
289,42.4778443,-77.8533322
290,41.9042867,-85.7988714
291,39.327962,-120.1832533
292,44.9551656,-116.3856896
293,36.4072485,-105.5730665
294,37.9374939,-107.8122852
295,44.3522065,-103.7651984
296,47.8124531,-112.1836301
297,42.5203052,-86.22753329999999
298,37.9993993,-79.831587
299,47.5287132,-121.8253906
300,41.513264,-73.60482879999999
301,39.1287189,-79.4647739
302,45.3140631,-121.7262328
303,42.3608691,-85.8794635
304,44.8486596,-74.29489830000001
305,42.835067,-75.9860322
306,45.0275126,-84.6747523
307,45.3560738,-92.6335386
308,40.7756184,-77.7924992
309,41.2376671,-74.1944529
310,43.008608,-89.7384562
311,39.6402638,-106.3741955
312,41.9950276,-88.1856301
313,42.4487019,-71.877296
314,44.5683003,-92.7385321
315,42.8942407,-74.34457809999999
316,43.64064399999999,-72.14398299999999
317,46.3689809,-90.40680689999999
318,44.3886137,-73.8154356
319,48.4106373,-114.3352652
320,47.044795,-122.8999092
321,42.8678809,-109.8633501
322,39.82786979999999,-77.9033314
323,44.1462613,-71.1850996
325,44.0520691,-123.0867536
326,43.0901395,-73.4992824
327,42.5130426,-88.1825133
328,42.3073065,-74.2520875
329,37.8848619,-78.89946719999999
330,45.7822532,-90.84251760000001
331,39.6166748,-79.6400736
332,39.5551943,-79.34373939999999
333,37.2687933,-107.0098397
334,35.82649809999999,-82.5492999
335,41.5445404,-73.2090025
336,43.3056251,-75.38295029999999
337,41.5328737,-71.5147291
